material_id,d33_value
mp-3881,-9.127123694499107e-18
mp-3933,19.537779471785573
mp-3998,-2.2869601614477876e-18
mp-4163,7.894634135605262e-16
mp-4187,-0.7256843052111374
mp-4533,6.0047772920965325
mp-5012,10.215126096330362
mp-567817,4.926286151392607e-17
mp-570172,-5.168002249243405e-16
mp-5784,17.04680862505543
mp-5853,2.54464959950137
mp-625054,2.293314911881131e-18
mp-625136,1.0145370828751109e-15
mp-625150,-8.895287811211326e-18
mp-626620,4.200475771776953
mp-626785,-3.252828976600157
mp-643009,-4.342346455676209e-17
mp-685935,-0.0157498156493089
mp-753798,7.057715171550502
mp-754718,4.823223841323858e-15
mp-8973,0.9069714478758646
mp-9248,-0.5261549208677765
mp-644271,4.503142211221074
mp-23427,0.0
mp-30161,-1.8361379275735927
mp-5724,-0.0250534374089646
mp-22966,-3.458617449514895
mp-25886,4.1040387083614283e-16
mp-675531,-1.3151306671471277e-15
mp-2964,4.394549521177157e-17
mp-29761,-15.597956364189496
mp-35035,-5.48962552234019e-16
mp-567278,3.1424960298517624
mp-567771,-1.6949825336638853
mp-29541,69.26525229878851
mp-1019509,-0.1771030484353716
mp-23349,-6.825296804472326
mp-549720,-16.856145328489266
mp-550070,27.195447111236664
mp-769218,-10.060119357665224
mp-863076,15.270417389688609
mp-34857,0.9838585498357636
mp-773044,-1.4669984500555024
mp-10519,2.4548863616293115
mp-18163,5.403931626025618
mp-36066,0.8670496719211884
mp-5151,5.272035347632856
mp-685991,-2.1625356436574603
mp-752467,30.10405793376816
mp-10955,6.27868335656423e-08
mp-13949,1.762623191847723e-08
mp-15776,0.5918869376176845
mp-15777,3.9779733618239284e-08
mp-16337,-7.463940543406268e-08
mp-19765,5.640071748524989e-08
mp-20025,-4.8512112271748016e-08
mp-20261,-0.0008716313991128
mp-20731,2.217744618088213e-07
mp-20790,-5.679488150889256e-07
mp-20832,-5.3508785902156575e-08
mp-21374,6.298707111440649e-09
mp-22304,-6.18096247184674e-07
mp-22607,-5.3707013503156986e-08
mp-23485,8.903294118622895e-07
mp-23702,-4.392296938104945e-07
mp-29403,1.0677613693221845e-07
mp-3038,2.820751876519978e-07
mp-3159,2.298079213036708e-07
mp-3277,4.639393251792967e-07
mp-3589,-3.014776750465131e-08
mp-3772,8.069049814429796e-08
mp-4152,3.8678877378739436e-08
mp-4452,3.800005337617485e-07
mp-4730,2.071906897993525e-07
mp-4809,6.123293427862109e-09
mp-5046,1.0241484882378415e-08
mp-5350,2.4649420053701746e-08
mp-540284,-7.301248353158935e-08
mp-5928,5.574092482030224e-07
mp-677335,1.5077965098697632e-07
mp-7848,4.071328256749496e-07
mp-7849,3.539878787872653e-07
mp-7906,4.379546858501726e-08
mp-7907,2.5709272467866476e-08
mp-7908,-6.477474739918776e-08
mp-7909,2.2861942343410657e-07
mp-7910,-2.746573748296788e-08
mp-29816,0.0
mp-3427,0.0
mp-8537,0.0
mp-33880,3.865887245883055e-17
mp-37091,3.371946214057461e-17
mp-38394,-7.383360920479199e-17
mp-677072,9.718063428959636e-18
mp-13108,34.40854450312932
mp-20459,67.42397587329712
mp-4342,46.425209825503416
mp-5986,55.65199582063211
mp-6081,1.8499575585697188e-17
mp-1025276,-12.391227809680505
mp-546679,10.852844677865756
mp-559691,4.7018243317905204e-17
mp-6094,-3.004187501801996e-17
mp-6564,-1.0815693362098225e-17
mp-10952,-1.9038773257841848e-16
mp-10967,7.939589403014029e-17
mp-12015,1.1936709066688774e-15
mp-12532,-6.4901264462256495e-16
mp-12855,2.3903498507751643e-16
mp-19896,-1.017306914081192e-15
mp-6408,9.063956790992537e-18
mp-9490,1.4244637765192824e-15
mp-23996,2.664535259100376e-14
mp-696752,-8.360958509113014e-15
mp-703470,-7.538830237850713e+48
mp-39681,-13.685189616132591
mp-6628,-0.3233476243818157
mp-9844,0.0
mp-1008506,5.829352827350211
mp-568177,19.80960154766984
mp-570485,11.250999052057775
mp-23764,-10.358959659964455
mp-546500,1.5726688422662654
mp-542136,1.129370228972196
mp-23797,3.5193844798525005
mp-24066,-11.92193818090293
mp-7204,-7.034797757360407
mp-6661,0.0
mp-23934,3.737636423147488e-19
mp-985591,-1.2399868691609536e-15
mp-985592,-1.5662643692303632e-15
mp-10413,1.2020973324918026e-15
mp-13590,-1.801228865001179e-16
mp-644264,-1.6491325771250738e-17
mp-555166,-4.5700798222714166e-17
mp-569114,-1.1456927157002631e-16
mp-13982,4.385011663466409
mp-20474,-3.4968222701807696
mp-1020019,-4.494832521104486
mp-11738,-10.515050216739183
mp-559847,4.681503076479396
mp-556609,-14.62028006174727
mp-23959,6.4726957977715776
mp-552663,-0.3385912442768276
mp-555229,2.322001489357341
mp-6391,24.58379660381953
mp-1020703,-0.7994317962594307
mp-11175,2.458827871310021e-07
mp-632402,-1.008870318486288e-05
mp-8873,2.313713525770034e-07
mp-8874,2.904758447663802e-09
mp-40143,-3.3934665688897523
mp-40204,11.273696957624376
mp-42022,-3.489768796071229
mp-16136,0.0
mp-6870,0.0
mp-6867,0.0
mp-40189,-0.1156000830664044
mp-40251,4.781299464193659e-15
mp-41219,0.73127602864529
mp-23145,1.2841088262191748e-16
mp-643431,-6.25469513980305e-10
mp-977011,-20.66293437408294
